sector_id,episode_id,map_number,sector_x,sector_y
365,1,5,3,3
366,1,5,3,5
367,1,5,4,-14
368,1,5,4,-13
369,1,5,4,-11
370,1,5,4,-1
371,1,5,4,0
372,1,5,4,1
373,1,5,4,2
374,1,5,4,3
375,1,5,4,4
376,1,5,5,-11
377,1,5,5,-10
378,1,5,5,-1
379,1,5,5,0
380,1,5,5,1
381,1,5,5,2
382,1,5,5,3
383,1,5,5,4
384,1,5,6,-10
385,1,5,6,-9
386,1,5,6,-8
387,1,5,6,-1
388,1,5,6,0
389,1,5,6,1
390,1,5,6,2
391,1,5,6,3
392,1,5,6,4
393,1,5,7,-10
394,1,5,7,-9
395,1,5,7,-8
396,1,5,7,0
397,1,5,7,2
398,1,5,7,3
399,1,5,7,4
400,1,5,8,-10
401,1,5,8,-9
402,1,5,8,-8
403,1,5,8,4
404,1,5,9,-10
405,1,5,9,-9
406,1,5,9,-8
407,1,5,10,-17
408,1,5,10,-16
409,1,5,10,-11
410,1,5,10,-10
411,1,5,11,-19
412,1,5,11,-18
413,1,5,11,-17
414,1,5,11,-16
415,1,5,11,-15
416,1,5,11,-14
417,1,5,11,-12
418,1,5,11,-11
419,1,5,11,-10
420,1,5,12,-19
421,1,5,12,-18
422,1,5,12,-17
423,1,5,12,-16
424,1,5,12,-15
425,1,5,12,-14
426,1,5,12,-13
427,1,5,12,-12
428,1,5,12,-11
429,1,5,13,-17
430,1,5,13,-16
431,2,4,-8,-10
432,2,4,-8,-9
433,2,4,-8,-8
434,2,4,-8,-7
435,2,4,-8,-6
436,2,4,-8,-5
437,2,4,-7,-12
438,2,4,-7,-11
439,2,4,-7,-10
440,2,4,-7,-9
441,2,4,-7,-8
442,2,4,-7,-7
443,2,4,-7,-6
444,2,4,-7,-5
445,2,4,-7,-4
446,2,4,-7,-3
447,2,4,-7,2
448,2,4,-7,3
449,2,4,-7,4
450,2,4,-6,-13
451,2,4,-6,-12
452,2,4,-6,-10
453,2,4,-6,-4
454,2,4,-6,-3
455,2,4,-6,1
456,2,4,-6,2
457,2,4,-6,3
458,2,4,-6,4
459,2,4,-6,5
460,2,4,-6,6
461,2,4,-6,7
462,2,4,-6,8
463,2,4,-6,9
464,2,4,-5,-13
465,2,4,-5,-12
466,2,4,-5,-11
467,2,4,-5,-10
468,2,4,-5,-9
469,2,4,-5,-8
470,2,4,-5,-3
471,2,4,-5,-2
472,2,4,-5,1
473,2,4,-5,3
474,2,4,-5,4
475,2,4,-5,5
476,2,4,-5,6
477,2,4,-5,7
478,2,4,-5,8
479,2,4,-5,9
480,2,4,-4,-12
481,2,4,-4,-11
482,2,4,-4,-10
483,2,4,-4,-9
484,2,4,-4,-8
485,2,4,-4,-7
486,2,4,-4,-3
487,2,4,-4,-2
488,2,4,-4,-1
489,2,4,-4,0
490,2,4,-4,1
491,2,4,-4,2
492,2,4,-4,3
493,2,4,-4,8
494,2,4,-3,-7
495,2,4,-3,-3
496,2,4,-3,-2
497,2,4,-3,-1
498,2,4,-3,0
499,2,4,-3,1
500,2,4,-3,2
501,2,4,-3,3
502,2,4,-3,4
503,2,4,-3,8
504,2,4,-3,9
505,2,4,-2,-7
506,2,4,-2,-6
507,2,4,-2,-3
508,2,4,-2,-2
509,2,4,-2,-1
510,2,4,-2,0
511,2,4,-2,1
512,2,4,-2,2
513,2,4,-2,3
514,2,4,-2,4
515,2,4,-2,8
516,2,4,-2,9
517,2,4,-1,-13
518,2,4,-1,-7
519,2,4,-1,-6
520,2,4,-1,-5
521,2,4,-1,-3
522,2,4,-1,-2
523,2,4,-1,-1
524,2,4,-1,0
525,2,4,-1,1
526,2,4,-1,2
527,2,4,-1,3
528,2,4,-1,4
529,2,4,-1,5
530,2,4,-1,8
531,2,4,-1,9
532,2,4,0,-13
533,2,4,0,-12
534,2,4,0,-7
535,2,4,0,-6
536,2,4,0,-5
537,2,4,0,-3
538,2,4,0,-2
539,2,4,0,-1
540,2,4,0,0
541,2,4,0,1
542,2,4,0,2
543,2,4,0,3
544,2,4,0,4
545,2,4,0,5
546,2,4,0,6
547,2,4,0,7
548,2,4,1,-13
549,2,4,1,-12
550,2,4,1,-7
551,2,4,1,-6
552,2,4,1,-5
553,2,4,1,0
554,2,4,1,1
555,2,4,1,2
556,2,4,1,3
557,2,4,1,4
558,2,4,1,5
559,2,4,1,6
560,2,4,1,7
561,2,4,2,-13
562,2,4,2,-12
563,2,4,2,-7
564,2,4,2,-6
565,2,4,2,-5
566,2,4,2,-1
567,2,4,2,0
568,2,4,2,1
569,2,4,2,2
570,2,4,2,3
571,2,4,2,5
572,2,4,3,-14
573,2,4,3,-13
574,2,4,3,-12
575,2,4,3,-11
576,2,4,3,-1
577,2,4,3,0
578,2,4,3,1
579,2,4,3,2
580,2,4,3,3
581,2,4,3,5
582,2,4,4,-14
583,2,4,4,-13
584,2,4,4,-11
585,2,4,4,-1
586,2,4,4,0
587,2,4,4,1
588,2,4,4,2
589,2,4,4,3
590,2,4,4,4
591,2,4,5,-11
592,2,4,5,-10
593,2,4,5,-1
594,2,4,5,0
595,2,4,5,1
596,2,4,5,2
597,2,4,5,3
598,2,4,5,4
599,2,4,6,-10
600,2,4,6,-9
601,2,4,6,-8
602,2,4,6,-1
603,2,4,6,0
604,2,4,6,1
605,2,4,6,2
606,2,4,6,3
607,2,4,6,4
608,2,4,7,-10
609,2,4,7,-9
610,2,4,7,-8
611,2,4,7,0
612,2,4,7,2
613,2,4,7,3
614,2,4,7,4
615,2,4,8,-10
616,2,4,8,-9
617,2,4,8,-8
618,2,4,8,4
619,2,4,9,-10
620,2,4,9,-9
621,2,4,9,-8
622,2,4,10,-17
623,2,4,10,-16
624,2,4,10,-11
625,2,4,10,-10
626,2,4,11,-19
627,2,4,11,-18
628,2,4,11,-17
629,2,4,11,-16
630,2,4,11,-15
631,2,4,11,-14
632,2,4,11,-12
633,2,4,11,-11
634,2,4,11,-10
635,2,4,12,-19
636,2,4,12,-18
637,2,4,12,-17
638,2,4,12,-16
639,2,4,12,-15
640,2,4,12,-14
641,2,4,12,-13
642,2,4,12,-12
643,2,4,12,-11
644,2,4,13,-17
645,2,4,13,-16
646,2,5,-8,-10
647,2,5,-8,-9
648,2,5,-8,-8
649,2,5,-8,-7
650,2,5,-8,-6
651,2,5,-8,-5
652,2,5,-7,-12
653,2,5,-7,-11
654,2,5,-7,-10
655,2,5,-7,-9
656,2,5,-7,-8
657,2,5,-7,-7
658,2,5,-7,-6
659,2,5,-7,-5
660,2,5,-7,-4
661,2,5,-7,-3
662,2,5,-7,2
663,2,5,-7,3
664,2,5,-7,4
665,2,5,-6,-13
666,2,5,-6,-12
667,2,5,-6,-10
668,2,5,-6,-4
669,2,5,-6,-3
670,2,5,-6,1
671,2,5,-6,2
672,2,5,-6,3
673,2,5,-6,4
674,2,5,-6,5
675,2,5,-6,6
676,2,5,-6,7
677,2,5,-6,8
678,2,5,-6,9
679,2,5,-5,-13
680,2,5,-5,-12
681,2,5,-5,-11
682,2,5,-5,-10
683,2,5,-5,-9
684,2,5,-5,-8
685,2,5,-5,-3
686,2,5,-5,-2
687,2,5,-5,1
688,2,5,-5,3
689,2,5,-5,4
690,2,5,-5,5
691,2,5,-5,6
692,2,5,-5,7
693,2,5,-5,8
694,2,5,-5,9
695,2,5,-4,-12
696,2,5,-4,-11
697,2,5,-4,-10
698,2,5,-4,-9
699,2,5,-4,-8
700,2,5,-4,-7
701,2,5,-4,-3
702,2,5,-4,-2
703,2,5,-4,-1
704,2,5,-4,0
705,2,5,-4,1
706,2,5,-4,2
707,2,5,-4,3
708,2,5,-4,8
709,2,5,-3,-7
710,2,5,-3,-3
711,2,5,-3,-2
712,2,5,-3,-1
713,2,5,-3,0
714,2,5,-3,1
715,2,5,-3,2
716,2,5,-3,3
717,2,5,-3,4
718,2,5,-3,8
719,2,5,-3,9
720,2,5,-2,-7
721,2,5,-2,-6
722,2,5,-2,-3
723,2,5,-2,-2
724,2,5,-2,-1
725,2,5,-2,0
726,2,5,-2,1
727,2,5,-2,2
728,2,5,-2,3
729,2,5,-2,4
730,2,5,-2,8
731,2,5,-2,9
732,2,5,-1,-13
733,2,5,-1,-7
734,2,5,-1,-6
735,2,5,-1,-5
736,2,5,-1,-3
737,2,5,-1,-2
738,2,5,-1,-1
739,2,5,-1,0
740,2,5,-1,1
741,2,5,-1,2
742,2,5,-1,3
743,2,5,-1,4
744,2,5,-1,5
745,2,5,-1,8
746,2,5,-1,9
747,2,5,0,-13
748,2,5,0,-12
749,2,5,0,-7
750,2,5,0,-6
751,2,5,0,-5
752,2,5,0,-3
753,2,5,0,-2
754,2,5,0,-1
755,2,5,0,0
756,2,5,0,1
757,2,5,0,2
758,2,5,0,3
759,2,5,0,4
760,2,5,0,5
761,2,5,0,6
762,2,5,0,7
763,2,5,1,-13
764,2,5,1,-12
765,2,5,1,-7
766,2,5,1,-6
767,2,5,1,-5
768,2,5,1,0
769,2,5,1,1
770,2,5,1,2
771,2,5,1,3
772,2,5,1,4
773,2,5,1,5
774,2,5,1,6
775,2,5,1,7
776,2,5,2,-13
777,2,5,2,-12
778,2,5,2,-7
779,2,5,2,-6
780,2,5,2,-5
781,2,5,2,-1
782,2,5,2,0
783,2,5,2,1
784,2,5,2,2
785,2,5,2,3
786,2,5,2,5
787,2,5,3,-14
788,2,5,3,-13
789,2,5,3,-12
790,2,5,3,-11
791,2,5,3,-1
792,2,5,3,0
793,2,5,3,1
794,2,5,3,2
795,2,5,3,3
796,2,5,3,5
797,2,5,4,-14
798,2,5,4,-13
799,2,5,4,-11
800,2,5,4,-1
801,2,5,4,0
802,2,5,4,1
803,2,5,4,2
804,2,5,4,3
805,2,5,4,4
806,2,5,5,-11
807,2,5,5,-10
808,2,5,5,-1
809,2,5,5,0
810,2,5,5,1
811,2,5,5,2
812,2,5,5,3
813,2,5,5,4
814,2,5,6,-10
815,2,5,6,-9
816,2,5,6,-8
817,2,5,6,-1
818,2,5,6,0
819,2,5,6,1
820,2,5,6,2
821,2,5,6,3
822,2,5,6,4
823,2,5,7,-10
824,2,5,7,-9
825,2,5,7,-8
826,2,5,7,0
827,2,5,7,2
828,2,5,7,3
829,2,5,7,4
830,2,5,8,-10
831,2,5,8,-9
832,2,5,8,-8
833,2,5,8,4
834,2,5,9,-10
835,2,5,9,-9
836,2,5,9,-8
837,2,5,10,-17
838,2,5,10,-16
839,2,5,10,-11
840,2,5,10,-10
841,2,5,11,-19
842,2,5,11,-18
843,2,5,11,-17
844,2,5,11,-16
845,2,5,11,-15
846,2,5,11,-14
847,2,5,11,-12
848,2,5,11,-11
849,2,5,11,-10
850,2,5,12,-19
851,2,5,12,-18
852,2,5,12,-17
853,2,5,12,-16
854,2,5,12,-15
855,2,5,12,-14
856,2,5,12,-13
857,2,5,12,-12
858,2,5,12,-11
859,2,5,13,-17
860,2,5,13,-16
861,3,4,-8,-10
862,3,4,-8,-9
863,3,4,-8,-8
864,3,4,-8,-7
865,3,4,-8,-6
866,3,4,-8,-5
867,3,4,-7,-12
868,3,4,-7,-11
869,3,4,-7,-10
870,3,4,-7,-9
871,3,4,-7,-8
872,3,4,-7,-7
873,3,4,-7,-6
874,3,4,-7,-5
875,3,4,-7,-4
876,3,4,-7,-3
877,3,4,-7,2
878,3,4,-7,3
879,3,4,-7,4
880,3,4,-6,-13
881,3,4,-6,-12
882,3,4,-6,-10
883,3,4,-6,-4
884,3,4,-6,-3
885,3,4,-6,1
886,3,4,-6,2
887,3,4,-6,3
888,3,4,-6,4
889,3,4,-6,5
890,3,4,-6,6
891,3,4,-6,7
892,3,4,-6,8
893,3,4,-6,9
894,3,4,-5,-13
895,3,4,-5,-12
896,3,4,-5,-11
897,3,4,-5,-10
898,3,4,-5,-9
899,3,4,-5,-8
900,3,4,-5,-3
901,3,4,-5,-2
902,3,4,-5,1
903,3,4,-5,3
904,3,4,-5,4
905,3,4,-5,5
906,3,4,-5,6
907,3,4,-5,7
908,3,4,-5,8
909,3,4,-5,9
910,3,4,-4,-12
911,3,4,-4,-11
912,3,4,-4,-10
913,3,4,-4,-9
914,3,4,-4,-8
915,3,4,-4,-7
916,3,4,-4,-3
917,3,4,-4,-2
918,3,4,-4,-1
919,3,4,-4,0
920,3,4,-4,1
921,3,4,-4,2
922,3,4,-4,3
923,3,4,-4,8
924,3,4,-3,-7
925,3,4,-3,-3
926,3,4,-3,-2
927,3,4,-3,-1
928,3,4,-3,0
929,3,4,-3,1
930,3,4,-3,2
931,3,4,-3,3
932,3,4,-3,4
933,3,4,-3,8
934,3,4,-3,9
935,3,4,-2,-7
936,3,4,-2,-6
937,3,4,-2,-3
938,3,4,-2,-2
939,3,4,-2,-1
940,3,4,-2,0
941,3,4,-2,1
942,3,4,-2,2
943,3,4,-2,3
944,3,4,-2,4
945,3,4,-2,8
946,3,4,-2,9
947,3,4,-1,-13
948,3,4,-1,-7
949,3,4,-1,-6
950,3,4,-1,-5
951,3,4,-1,-3
952,3,4,-1,-2
953,3,4,-1,-1
954,3,4,-1,0
955,3,4,-1,1
956,3,4,-1,2
957,3,4,-1,3
958,3,4,-1,4
959,3,4,-1,5
960,3,4,-1,8
961,3,4,-1,9
962,3,4,0,-13
963,3,4,0,-12
964,3,4,0,-7
965,3,4,0,-6
966,3,4,0,-5
967,3,4,0,-3
968,3,4,0,-2
969,3,4,0,-1
970,3,4,0,0
971,3,4,0,1
972,3,4,0,2
973,3,4,0,3
974,3,4,0,4
975,3,4,0,5
976,3,4,0,6
977,3,4,0,7
978,3,4,1,-13
979,3,4,1,-12
980,3,4,1,-7
981,3,4,1,-6
982,3,4,1,-5
983,3,4,1,0
984,3,4,1,1
985,3,4,1,2
986,3,4,1,3
987,3,4,1,4
988,3,4,1,5
989,3,4,1,6
990,3,4,1,7
991,3,4,2,-13
992,3,4,2,-12
993,3,4,2,-7
994,3,4,2,-6
995,3,4,2,-5
996,3,4,2,-1
997,3,4,2,0
998,3,4,2,1
999,3,4,2,2
1000,3,4,2,3
1001,3,4,2,5
1002,3,4,3,-14
1003,3,4,3,-13
1004,3,4,3,-12
1005,3,4,3,-11
1006,3,4,3,-1
1007,3,4,3,0
1008,3,4,3,1
1009,3,4,3,2
1010,3,4,3,3
1011,3,4,3,5
1012,3,4,4,-14
1013,3,4,4,-13
1014,3,4,4,-11
1015,3,4,4,-1
1016,3,4,4,0
1017,3,4,4,1
1018,3,4,4,2
1019,3,4,4,3
1020,3,4,4,4
1021,3,4,5,-11
1022,3,4,5,-10
1023,3,4,5,-1
1024,3,4,5,0
1025,3,4,5,1
1026,3,4,5,2
1027,3,4,5,3
1028,3,4,5,4
1029,3,4,6,-10
1030,3,4,6,-9
1031,3,4,6,-8
1032,3,4,6,-1
1033,3,4,6,0
1034,3,4,6,1
1035,3,4,6,2
1036,3,4,6,3
1037,3,4,6,4
1038,3,4,7,-10
1039,3,4,7,-9
1040,3,4,7,-8
1041,3,4,7,0
1042,3,4,7,2
1043,3,4,7,3
1044,3,4,7,4
1045,3,4,8,-10
1046,3,4,8,-9
1047,3,4,8,-8
1048,3,4,8,4
1049,3,4,9,-10
1050,3,4,9,-9
1051,3,4,9,-8
1052,3,4,10,-17
1053,3,4,10,-16
1054,3,4,10,-11
1055,3,4,10,-10
1056,3,4,11,-19
1057,3,4,11,-18
1058,3,4,11,-17
1059,3,4,11,-16
1060,3,4,11,-15
1061,3,4,11,-14
1062,3,4,11,-12
1063,3,4,11,-11
1064,3,4,11,-10
1065,3,4,12,-19
1066,3,4,12,-18
1067,3,4,12,-17
1068,3,4,12,-16
1069,3,4,12,-15
1070,3,4,12,-14
1071,3,4,12,-13
1072,3,4,12,-12
1073,3,4,12,-11
1074,3,4,13,-17
1075,3,4,13,-16
1076,3,5,-8,-10
1077,3,5,-8,-9
1078,3,5,-8,-8
1079,3,5,-8,-7
1080,3,5,-8,-6
1081,3,5,-8,-5
1082,3,5,-7,-12
1083,3,5,-7,-11
1084,3,5,-7,-10
1085,3,5,-7,-9
1086,3,5,-7,-8
1087,3,5,-7,-7
1088,3,5,-7,-6
1089,3,5,-7,-5
1090,3,5,-7,-4
1091,3,5,-7,-3
1092,3,5,-7,2
1093,3,5,-7,3
1094,3,5,-7,4
1095,3,5,-6,-13
1096,3,5,-6,-12
1097,3,5,-6,-10
1098,3,5,-6,-4
1099,3,5,-6,-3
1100,3,5,-6,1
1101,3,5,-6,2
1102,3,5,-6,3
1103,3,5,-6,4
1104,3,5,-6,5
1105,3,5,-6,6
1106,3,5,-6,7
1107,3,5,-6,8
1108,3,5,-6,9
1109,3,5,-5,-13
1110,3,5,-5,-12
1111,3,5,-5,-11
1112,3,5,-5,-10
1113,3,5,-5,-9
1114,3,5,-5,-8
1115,3,5,-5,-3
1116,3,5,-5,-2
1117,3,5,-5,1
1118,3,5,-5,3
1119,3,5,-5,4
1120,3,5,-5,5
1121,3,5,-5,6
1122,3,5,-5,7
1123,3,5,-5,8
1124,3,5,-5,9
1125,3,5,-4,-12
1126,3,5,-4,-11
1127,3,5,-4,-10
1128,3,5,-4,-9
1129,3,5,-4,-8
1130,3,5,-4,-7
1131,3,5,-4,-3
1132,3,5,-4,-2
1133,3,5,-4,-1
1134,3,5,-4,0
1135,3,5,-4,1
1136,3,5,-4,2
1137,3,5,-4,3
1138,3,5,-4,8
1139,3,5,-3,-7
1140,3,5,-3,-3
1141,3,5,-3,-2
1142,3,5,-3,-1
1143,3,5,-3,0
1144,3,5,-3,1
1145,3,5,-3,2
1146,3,5,-3,3
1147,3,5,-3,4
1148,3,5,-3,8
1149,3,5,-3,9
1150,3,5,-2,-7
1151,3,5,-2,-6
1152,3,5,-2,-3
1153,3,5,-2,-2
1154,3,5,-2,-1
1155,3,5,-2,0
1156,3,5,-2,1
1157,3,5,-2,2
1158,3,5,-2,3
1159,3,5,-2,4
1160,3,5,-2,8
1161,3,5,-2,9
1162,3,5,-1,-13
1163,3,5,-1,-7
1164,3,5,-1,-6
1165,3,5,-1,-5
1166,3,5,-1,-3
1167,3,5,-1,-2
1168,3,5,-1,-1
1169,3,5,-1,0
1170,3,5,-1,1
1171,3,5,-1,2
1172,3,5,-1,3
1173,3,5,-1,4
1174,3,5,-1,5
1175,3,5,-1,8
1176,3,5,-1,9
1177,3,5,0,-13
1178,3,5,0,-12
1179,3,5,0,-7
1180,3,5,0,-6
1181,3,5,0,-5
1182,3,5,0,-3
1183,3,5,0,-2
1184,3,5,0,-1
1185,3,5,0,0
1186,3,5,0,1
1187,3,5,0,2
1188,3,5,0,3
1189,3,5,0,4
1190,3,5,0,5
1191,3,5,0,6
1192,3,5,0,7
1193,3,5,1,-13
1194,3,5,1,-12
1195,3,5,1,-7
1196,3,5,1,-6
1197,3,5,1,-5
1198,3,5,1,0
1199,3,5,1,1
1200,3,5,1,2
1201,3,5,1,3
1202,3,5,1,4
1203,3,5,1,5
1204,3,5,1,6
1205,3,5,1,7
1206,3,5,2,-13
1207,3,5,2,-12
1208,3,5,2,-7
1209,3,5,2,-6
1210,3,5,2,-5
1211,3,5,2,-1
1212,3,5,2,0
1213,3,5,2,1
1214,3,5,2,2
1215,3,5,2,3
1216,3,5,2,5
1217,3,5,3,-14
1218,3,5,3,-13
1219,3,5,3,-12
1220,3,5,3,-11
1221,3,5,3,-1
1222,3,5,3,0
1223,3,5,3,1
1224,3,5,3,2
1225,3,5,3,3
1226,3,5,3,5
1227,3,5,4,-14
1228,3,5,4,-13
1229,3,5,4,-11
1230,3,5,4,-1
1231,3,5,4,0
1232,3,5,4,1
1233,3,5,4,2
1234,3,5,4,3
1235,3,5,4,4
1236,3,5,5,-11
1237,3,5,5,-10
1238,3,5,5,-1
1239,3,5,5,0
1240,3,5,5,1
