event_id,event_timestamp,tic,pos_x,pos_y,pos_z,angle,momx,momy,shield,health,ammo,sector_id,player_id,game_id
132,2026-06-01 18:15:18,23812,-1963,-2285,64,132.28,1,-2,16,85,40,655,2,2
133,2026-06-01 18:15:19,23847,-1854,-2389,64,79.27,0,3,17,86,40,655,2,2
134,2026-06-01 18:15:20,23882,-1812,-2147,88,101.02,-1,8,15,84,39,656,2,2
135,2026-06-01 18:15:21,23917,-1885,-1948,96,182.03,-1,1,16,89,38,657,2,2
136,2026-06-01 18:15:22,23952,-1884,-1958,96,207.11,-1,-3,20,85,36,657,2,2
137,2026-06-01 18:15:23,23987,-1994,-1976,71,192.12,-4,0,18,86,40,657,2,2
138,2026-06-01 18:15:24,24022,-2083,-2012,32,298.37,0,-4,17,94,39,648,2,2
139,2026-06-01 18:15:25,24057,-2206,-1929,32,321.3,0,2,16,94,39,649,2,2
140,2026-06-01 18:15:26,24092,-2198,-1908,32,296.99,0,0,19,94,37,649,2,2
141,2026-06-01 18:15:27,24158,-2157,-2023,32,317.74,4,-6,16,89,36,648,2,2
142,2026-06-01 18:15:28,24193,-1936,-2176,32,34.75,7,0,17,90,42,656,2,2
143,2026-06-01 18:15:29,24228,-1937,-2096,32,101.03,-1,0,20,87,41,656,2,2
144,2026-06-01 18:15:30,24263,-1957,-2136,32,145.27,-6,1,16,86,43,656,2,2
145,2026-06-01 18:15:31,24298,-2082,-2069,32,90.77,-1,5,19,90,42,648,2,2
146,2026-06-01 18:15:32,24333,-2094,-1979,32,93.55,0,-3,17,94,41,649,2,2
147,2026-06-01 18:15:33,24368,-2090,-1957,32,95.04,-1,1,17,93,41,649,2,2
148,2026-06-01 18:15:34,24403,-2101,-1946,32,101.13,-1,1,18,89,40,649,2,2
149,2026-06-01 18:15:35,24438,-2096,-1943,32,96.14,0,-1,19,84,42,649,2,2
150,2026-06-01 18:15:36,24473,-2093,-1940,32,94.5,-1,0,17,91,39,649,2,2
151,2026-06-01 18:15:37,24508,-2103,-1951,32,102.17,0,-1,18,90,43,649,2,2
152,2026-06-01 18:15:38,24552,-2089,-1953,32,95.88,-1,3,19,86,40,649,2,2
153,2026-06-01 18:15:39,24587,-2110,-1923,32,102.25,-1,2,15,91,39,649,2,2
154,2026-06-01 18:15:40,24622,-2112,-1821,32,96.74,0,-4,18,91,42,649,2,2
155,2026-06-01 18:15:41,24657,-2122,-1755,32,115.44,-1,3,100,90,42,650,2,2
156,2026-06-01 18:15:42,24692,-2056,-1758,32,194.64,0,0,100,84,42,649,2,2
157,2026-06-01 18:15:43,24819,-2146,-1625,176,112.56,0,0,99,91,38,650,2,2
158,2026-06-01 18:15:00,4536,419,-3298,-8,265.16,0,-1,100,96,49,763,1,2
159,2026-06-01 18:15:01,4571,335,-3370,-8,201.58,-1,-2,97,99,49,763,1,2
160,2026-06-01 18:15:02,4606,336,-3427,-8,77.47,0,-3,99,98,50,763,1,2
161,2026-06-01 18:15:03,4641,406,-3262,-8,103.3,-1,7,100,105,50,763,1,2
162,2026-06-01 18:15:04,4676,303,-3030,-8,159.66,-4,0,100,96,50,764,1,2
163,2026-06-01 18:15:05,4711,97,-3093,-8,227.95,-1,-1,99,98,50,748,1,2
164,2026-06-01 18:15:06,4746,179,-3177,-8,336.81,4,-1,100,98,49,748,1,2
165,2026-06-01 18:15:07,4781,417,-3187,-8,348.99,8,-1,100,105,48,764,1,2
166,2026-06-01 18:15:08,4816,595,-3222,-8,350.27,1,-1,100,108,50,777,1,2
167,2026-06-01 18:15:09,5401,613,-3223,-8,343.18,3,-1,100,100,49,777,1,2
168,2026-06-01 18:15:10,5436,826,-3178,0,63.22,3,3,100,105,48,789,1,2
169,2026-06-01 18:15:11,5471,915,-3013,0,30.39,5,4,100,105,49,789,1,2
170,2026-06-01 18:15:12,5506,1127,-2926,0,331.22,7,-2,99,101,50,799,1,2
171,2026-06-01 18:15:13,5541,1304,-2978,0,28.93,7,1,98,107,49,806,1,2
172,2026-06-01 18:15:14,5576,1335,-2916,0,60.34,0,2,100,106,50,806,1,2
173,2026-06-01 18:15:15,5611,1328,-2696,0,80.68,0,8,100,104,48,807,1,2
174,2026-06-01 18:15:16,5646,1422,-2510,0,345.41,1,1,100,104,48,807,1,2
175,2026-06-01 18:15:17,5688,1515,-2492,0,4.81,-4,-1,100,104,48,814,1,2
176,2026-06-01 18:15:18,5723,1497,-2507,0,360,5,-1,99,98,48,807,1,2
177,2026-06-01 18:15:19,5758,1560,-2502,0,359.71,0,-1,99,100,50,814,1,2
178,2026-06-01 18:15:20,5818,1505,-2512,0,360,2,-1,100,99,47,814,1,2
179,2026-06-01 18:15:21,5853,1658,-2500,0,1.23,0,0,100,103,43,814,1,2
180,2026-06-01 18:15:22,5890,1668,-2500,0,3.23,4,0,100,99,44,815,1,2
181,2026-06-01 18:15:23,5925,1795,-2498,0,0,6,0,100,103,40,824,1,2
182,2026-06-01 18:15:24,5960,2075,-2505,0,354.75,8,-1,100,105,48,830,1,2
183,2026-06-01 18:15:25,5995,2284,-2476,24,87.43,0,4,99,101,50,835,1,2
184,2026-06-01 18:15:26,6030,2287,-2320,24,126.34,-2,0,100,101,50,835,1,2
185,2026-06-01 18:15:27,6065,2076,-2333,0,194.41,-9,-2,100,107,50,831,1,2
186,2026-06-01 18:15:28,6100,1798,-2328,0,138.26,-8,3,100,105,50,824,1,2
187,2026-06-01 18:15:29,6135,1677,-2177,0,77.92,0,6,100,108,50,816,1,2
188,2026-06-01 18:15:30,6170,1812,-2131,0,344.15,7,-2,100,98,50,825,1,2
189,2026-06-01 18:15:31,6205,2075,-2194,0,354.26,8,-1,100,102,50,832,1,2
190,2026-06-01 18:15:32,6240,2367,-2227,0,294.12,6,-5,100,100,50,836,1,2
191,2026-06-01 18:15:33,6275,2482,-2289,0,192.14,0,1,100,104,50,835,1,2
192,2026-06-01 18:15:34,6310,2457,-2299,0,247.27,-3,-6,100,99,50,835,1,2
193,2026-06-01 18:15:35,6345,2356,-2553,0,246.07,-3,-8,100,106,50,834,1,2
194,2026-06-01 18:15:36,6380,2262,-2724,0,190.37,-7,-4,100,106,50,834,1,2
195,2026-06-01 18:15:37,6415,2047,-2699,0,162.35,-8,1,100,108,50,830,1,2
196,2026-06-01 18:15:38,6450,1784,-2675,0,210.61,-5,0,100,103,50,823,1,2
197,2026-06-01 18:15:39,6485,1745,-2630,0,331.88,2,-2,100,101,50,814,1,2
198,2026-06-01 18:15:40,6520,1956,-2712,0,347.58,7,-3,100,98,50,823,1,2
199,2026-06-01 18:15:41,6555,2212,-2692,0,9.85,3,0,100,106,50,830,1,2
200,2026-06-01 18:15:42,6590,2291,-2695,0,6.34,1,0,100,101,50,834,1,2
201,2026-06-01 18:15:43,6701,2306,-2689,0,17.67,1,0,100,99,49,834,1,2
202,2026-06-01 18:15:00,2566,1176,253,0,271.69,-1,-4,2,49,2,802,3,2
203,2026-06-01 18:15:01,2601,1162,66,0,239.78,-1,-3,2,48,2,801,3,2
204,2026-06-01 18:15:02,2636,1082,9,0,198.47,-7,-2,0,57,5,801,3,2
205,2026-06-01 18:15:03,2671,920,-37,0,224.11,-7,-5,0,43,2,792,3,2
206,2026-06-01 18:15:04,2706,710,-204,0,170.2,-8,-1,0,47,5,782,3,2
207,2026-06-01 18:15:05,2741,476,-157,0,94.05,-2,-2,3,41,6,768,3,2
208,2026-06-01 18:15:06,2776,362,-241,0,16.58,-4,0,0,43,5,768,3,2
209,2026-06-01 18:15:07,2811,376,-210,0,7.8,4,1,2,48,5,768,3,2
210,2026-06-01 18:15:08,2846,421,-212,0,20.76,0,0,2,40,2,768,3,2
211,2026-06-01 18:15:09,2895,524,-175,0,54.18,1,0,0,40,1,782,3,2
212,2026-06-01 18:15:10,2939,524,-172,0,179.38,-1,0,2,45,1,782,3,2
213,2026-06-01 18:15:11,2974,323,-140,0,168.3,-8,1,0,38,2,768,3,2
214,2026-06-01 18:15:12,3009,32,-107,72,139.52,-8,2,2,43,1,755,3,2
215,2026-06-01 18:15:13,3044,-43,20,120,63.85,0,1,0,41,5,755,3,2
216,2026-06-01 18:15:14,3079,56,128,136,17.89,2,1,0,40,5,755,3,2
217,2026-06-01 18:15:15,3114,124,176,136,21.79,5,2,3,38,4,755,3,2
218,2026-06-01 18:15:16,3149,158,195,136,18.76,-7,-3,1,45,4,755,3,2
219,2026-06-01 18:15:17,3184,7,120,136,17.9,4,0,0,45,2,755,3,2
220,2026-06-01 18:15:18,3219,144,147,136,6.74,6,0,0,46,0,755,3,2
221,2026-06-01 18:15:19,3254,425,236,136,7.8,9,1,2,42,2,768,3,2
222,2026-06-01 18:15:20,3289,524,267,136,9.75,-7,-1,3,53,3,783,3,2
223,2026-06-01 18:15:21,3324,255,228,136,17.98,-9,-2,0,48,4,768,3,2
224,2026-06-01 18:15:22,3359,8,264,136,270.02,-4,4,0,56,4,756,3,2
225,2026-06-01 18:15:23,3394,-15,124,136,280.66,0,-8,0,55,1,755,3,2
226,2026-06-01 18:15:24,3429,29,-189,67,331.58,2,-9,3,57,3,755,3,2
227,2026-06-01 18:15:25,3464,196,-169,24,10.05,7,2,1,48,1,755,3,2
228,2026-06-01 18:15:26,3499,466,-210,0,346.73,7,-4,0,50,2,768,3,2
229,2026-06-01 18:15:27,3534,662,-261,0,317.59,5,-4,3,53,1,781,3,2
230,2026-06-01 18:15:28,3569,734,-318,0,271.07,0,-1,1,50,0,781,3,2
231,2026-06-01 18:15:29,3667,739,-307,0,279.64,-1,0,1,41,0,781,3,2
232,2026-06-01 18:15:30,3702,771,-416,-35,259.52,0,-4,0,42,19,791,3,2
233,2026-06-01 18:15:31,3737,779,-449,-64,342.88,0,-1,1,34,15,791,3,2
234,2026-06-01 18:15:32,3772,961,-453,-64,4.53,7,0,0,34,16,791,3,2
235,2026-06-01 18:15:33,3807,1244,-423,-64,12.63,8,1,0,35,15,800,3,2
236,2026-06-01 18:15:34,3842,1525,-347,-64,44.25,7,3,0,38,15,817,3,2
237,2026-06-01 18:15:35,3877,1700,-157,-56,114.68,-1,7,0,40,15,818,3,2
238,2026-06-01 18:15:36,3912,1697,-68,-56,148.42,-1,0,2,36,16,818,3,2
239,2026-06-01 18:15:37,3950,1615,-24,-56,149.83,-7,3,0,40,15,818,3,2
240,2026-06-01 18:15:38,3985,1534,32,-56,134.67,-4,3,7,38,18,818,3,2
241,2026-06-01 18:15:39,4020,1480,68,-56,69.34,-1,0,5,34,2,809,3,2
242,2026-06-01 18:15:40,4059,1488,121,-56,96.18,-1,0,1,41,0,809,3,2
243,2026-06-01 18:15:41,4173,1517,130,-56,4.23,5,0,5,47,10,818,3,2
244,2026-06-01 18:30:00,36555,-11,-13,120,270.95,0,-8,61,58,40,970,6,3
245,2026-06-01 18:30:01,36590,42,-198,48,14.21,4,0,59,53,43,970,6,3
246,2026-06-01 18:30:02,36625,278,-161,0,10.82,8,1,56,51,41,983,6,3
247,2026-06-01 18:30:03,36660,569,-196,0,305.61,6,-5,61,57,40,997,6,3
248,2026-06-01 18:30:04,36695,736,-350,0,307.48,4,-7,62,55,42,996,6,3
249,2026-06-01 18:30:05,36745,891,-443,-64,35.99,5,4,61,50,41,1006,6,3
250,2026-06-01 18:30:06,36780,1073,-357,-64,9.06,6,0,61,58,41,1015,6,3
251,2026-06-01 18:30:07,36815,1302,-334,-64,4.37,7,0,58,58,40,1023,6,3
252,2026-06-01 18:30:08,36850,1467,-328,-64,41.05,5,1,57,50,38,1023,6,3
253,2026-06-01 18:30:09,36885,1596,-275,-64,49.29,5,4,59,52,41,1032,6,3
254,2026-06-01 18:30:10,36920,1724,-129,-56,97.95,0,0,59,56,38,1033,6,3
255,2026-06-01 18:30:11,36979,1733,-113,-56,77.72,1,4,58,48,40,1033,6,3
256,2026-06-01 18:30:12,37014,1755,-18,-56,185.57,0,0,63,49,42,1041,6,3
257,2026-06-01 18:30:13,37049,1600,-86,-56,178.57,-4,-2,61,55,40,1033,6,3
258,2026-06-01 18:30:14,37084,1499,-82,-56,56.65,0,2,62,49,40,1033,6,3
259,2026-06-01 18:30:15,37119,1599,116,-56,91.89,1,2,68,67,3,1033,6,3
260,2026-06-01 18:30:16,37154,1731,5,-56,152.12,2,-2,65,68,5,1033,6,3
261,2026-06-01 18:30:17,37189,1584,59,-56,149.05,-8,3,64,63,3,1033,6,3
262,2026-06-01 18:30:18,37224,1494,122,-56,98.31,-1,0,63,68,1,1024,6,3
263,2026-06-01 18:30:19,37286,1544,101,-56,345.01,6,-3,67,78,4,1033,6,3
264,2026-06-01 18:30:20,37321,1746,87,-56,42.45,0,2,67,74,4,1033,6,3
265,2026-06-01 18:30:21,37356,1628,127,-56,342.4,-8,2,68,97,4,1033,6,3
266,2026-06-01 18:30:22,37391,1660,65,-56,326.52,6,-5,69,97,2,1033,6,3
267,2026-06-01 18:30:23,37426,1773,-74,-56,241.47,0,-2,69,97,4,1041,6,3
268,2026-06-01 18:30:24,37461,1637,-142,-56,159.79,-8,-1,63,96,4,1033,6,3
269,2026-06-01 18:30:25,37496,1495,15,-56,67.9,-1,4,68,97,1,1024,6,3
270,2026-06-01 18:30:26,37531,1546,187,-56,127.29,0,1,66,96,2,1033,6,3
271,2026-06-01 18:30:27,37566,1556,193,-56,182.12,0,0,63,96,1,1033,6,3
272,2026-06-01 18:30:28,37615,1512,212,-56,190.13,-1,0,64,95,3,1033,6,3
273,2026-06-01 18:30:29,37671,1487,211,-56,207.41,-2,-2,64,99,5,1024,6,3
274,2026-06-01 18:30:30,37737,1482,207,-56,202.78,0,-1,67,101,1,1024,6,3
275,2026-06-01 18:30:31,37822,1505,168,-56,195.62,0,-1,68,103,1,1033,6,3
276,2026-06-01 18:30:32,37889,1491,180,-56,196.85,0,-1,68,93,1,1024,6,3
277,2026-06-01 18:30:33,37934,1528,189,-56,190.92,0,0,63,100,5,1033,6,3
278,2026-06-01 18:30:34,37969,1500,193,-56,178.57,-3,-1,68,98,3,1033,6,3
279,2026-06-01 18:30:35,38137,1484,207,20,78.46,0,4,69,96,4,1024,6,3
280,2026-06-01 18:30:00,19071,-1495,1577,0,286.35,2,-1,34,80,22,906,3,3
281,2026-06-01 18:30:01,19189,-1491,1531,248,94.9,0,-7,34,89,22,906,3,3
282,2026-06-01 18:30:02,19224,-1488,1388,248,107.25,0,-1,36,86,22,905,3,3
283,2026-06-01 18:30:03,19259,-1494,1416,248,104.05,-2,5,32,88,21,889,3,3
284,2026-06-01 18:30:04,19294,-1483,1594,196,45.6,0,1,35,88,19,906,3,3
285,2026-06-01 18:30:05,19329,-1498,1583,56,83.7,-1,0,35,84,21,890,3,3
286,2026-06-01 18:30:06,19377,-1500,1599,0,90.13,-1,-1,29,65,18,890,3,3
287,2026-06-01 18:30:07,19420,-1518,1605,0,92.33,0,5,27,73,18,890,3,3
288,2026-06-01 18:30:08,19455,-1510,1699,7,88.68,0,5,25,63,18,890,3,3
289,2026-06-01 18:30:09,19490,-1515,1813,0,96.85,-1,1,21,57,18,891,3,3
290,2026-06-01 18:30:10,19525,-1518,1915,0,37.28,-1,1,21,58,17,891,3,3
291,2026-06-01 18:30:11,19560,-1472,1878,0,288.88,3,-6,26,60,19,907,3,3
292,2026-06-01 18:30:12,19595,-1442,1754,0,214.88,-1,-1,22,61,18,907,3,3
293,2026-06-01 18:30:13,19630,-1619,1748,0,174.99,-8,0,25,62,17,891,3,3
294,2026-06-01 18:30:14,19665,-1707,1852,0,74.68,0,3,24,69,15,891,3,3
295,2026-06-01 18:30:15,19700,-1671,2035,0,47.23,2,1,27,70,18,892,3,3
296,2026-06-01 18:30:16,19735,-1461,2068,0,337,7,-3,24,68,21,908,3,3
297,2026-06-01 18:30:17,19770,-1362,1998,0,70.64,0,-1,25,70,21,907,3,3
298,2026-06-01 18:30:18,19805,-1416,2050,0,154.3,-6,2,23,70,21,908,3,3
299,2026-06-01 18:30:19,19840,-1534,2094,0,136.44,-1,0,26,75,22,892,3,3
300,2026-06-01 18:30:20,19875,-1586,2091,0,165.81,-5,-1,23,71,19,892,3,3
301,2026-06-01 18:30:21,19910,-1644,2082,0,136.54,-1,0,21,68,19,892,3,3
302,2026-06-01 18:30:22,19945,-1718,2136,0,80.73,-1,0,23,67,20,892,3,3
303,2026-06-01 18:30:23,19980,-1700,2273,0,72.91,2,1,25,73,19,893,3,3
304,2026-06-01 18:30:24,20015,-1677,2292,0,3.88,0,0,25,67,20,893,3,3
305,2026-06-01 18:30:25,20050,-1494,2289,0,350.47,5,-1,27,94,23,893,3,3
306,2026-06-01 18:30:26,20085,-1388,2277,0,355.81,3,-1,27,93,23,909,3,3
307,2026-06-01 18:30:27,20120,-1275,2252,-14,344.81,4,-1,22,98,21,909,3,3
308,2026-06-01 18:30:28,20155,-1147,2219,-32,357.54,6,-2,25,101,19,923,3,3
309,2026-06-01 18:30:29,20190,-987,2200,-80,25.6,4,0,22,93,21,933,3,3
310,2026-06-01 18:30:30,20225,-870,2215,-96,13.73,5,2,24,94,19,933,3,3
311,2026-06-01 18:30:31,20260,-711,2314,-144,35.49,3,2,21,98,23,946,3,3
312,2026-06-01 18:30:32,20295,-678,2322,-144,12.05,0,0,26,102,20,946,3,3
313,2026-06-01 18:30:00,12670,490,-146,0,169.89,-9,0,0,57,2,983,5,3
314,2026-06-01 18:30:01,12705,217,-97,0,191.24,-9,-1,1,62,0,970,5,3
